file_name,words,xmin,xmax
SM_FF_ADATSYIRIK_001.TextGrid,"Assalamualaikum. Uh, boleh nenek ceritakan sedikit cerita tentang nenek pada zaman dahulu?",0.0,6.871079991907081
SM_FF_ADATSYIRIK_001.TextGrid,Waalaikumsalam…,7.888372414704341,9.376633551759591
SM_FF_ADATSYIRIK_001.TextGrid,"Dolok, zaman kamek orang ada adat macam syirik lah. Nya… Kepercayaan orang zaman dolok tentang… Ngantar ancak kata kamek orang Ngantar ancak tok macam pemujaan laut.",11.128637168799315,30.588640142020044
SM_FF_ADATSYIRIK_001.TextGrid,Orang ya jaga kampung… Jaga laut…,32.49135374762233,36.07542903221156
SM_FF_ADATSYIRIK_001.TextGrid,Syirik bah zaman dolok…,37.14923770071977,39.52292002058005
SM_FF_ADATSYIRIK_001.TextGrid,"Ada orang tua... Kak ya orang-orang kampung tok tek disuruh polah pulut kuning, letak telur. Polah macam perauk kak ya dihantar ke laut.",43.55441221462846,57.78881597414962
SM_FF_ADATSYIRIK_001.TextGrid,Boleh nenek bagitahu siapa teman-teman atau kawan-kawan nenek yang terlibat dalam cerita ini?,63.30856930525328,74.74903628168111
SM_FF_ADATSYIRIK_001.TextGrid,yang terlibat biasanya…,75.86052244732998,78.14001102433865
SM_FF_ADATSYIRIK_001.TextGrid,Sorang nang… macam bomoh lah. Ketua,80.3064671099254,86.19566226754507
SM_FF_ADATSYIRIK_001.TextGrid,"yang akan memulakan pemujaan ya… Pas ya, orang-orang kampung lah.",89.13450704451495,97.50081265480283
SM_FF_ADATSYIRIK_001.TextGrid,Hm… boleh nenek bagitahu tujuan utama perkara itu dilakukan?,102.8510172487736,111.3970295061548
SM_FF_ADATSYIRIK_001.TextGrid,Tujuannya untuk menjaga kampung… Hm… Jaga laut… Jaga kampung dari ancaman musuh lah.,113.18671062033516,123.7586940436664
SM_FF_ADATSYIRIK_001.TextGrid,Keselamatan kampung…,125.41650391785454,127.18734628346459
SM_FF_ADATSYIRIK_001.TextGrid,Boleh nenek bagitahu adakah perkara ini masih berlanjutan sehingga kini?,132.76361586027923,139.8821898768323
SM_FF_ADATSYIRIK_001.TextGrid,Kinek tok sikda agik…,140.59806232250446,142.36890468811453
SM_FF_ADATSYIRIK_001.TextGrid,Boleh nenek bagitahu sebab perkara itu tidak dilanjutkan sehingga kini?,145.6091694422095,153.1526980243167
SM_FF_ADATSYIRIK_001.TextGrid,Sebab kinek tok.. Orang dah lebih… Hm… Lebih dengan… Dah paham dengan agama tok. Dolok… Nya sikda macam,155.3756703556144,170.10615675871549
SM_FF_ADATSYIRIK_001.TextGrid,ne oh… Agama dolok…,172.85661404998217,177.59719909615873
SM_FF_ADATSYIRIK_001.TextGrid,Dolok orang dolok kurang nokya dengan agama… Kinek tok orang lebih taat gik dengan agama… Kepercayaan dengan agama Islam…,178.91591149608112,190.14380564399167
SM_FF_ADATSYIRIK_001.TextGrid,Boleh nenek bagitahu apakah pengajaran yang nenek dapat daripada perkara yang nenek lakukan pada zaman dahulu?,195.02304152370448,204.813044850946
SM_FF_ADATSYIRIK_001.TextGrid,Benda ya syirik… Kita sik boleh percaya sebab kuasa Allah tok lebih segala-galanya daripada kepercayaan yang karut macam ya…,207.73305087934557,221.869797400222
SM_FF_ADATSYIRIK_001.TextGrid,"Uh, boleh nenek bagitahu dalam banyak-banyak peristiwa, kenapa peristiwa itu yang lebih nenek ingat?",225.61870836571563,232.79627157100745
SM_FF_ADATSYIRIK_001.TextGrid,"Sebab seronok time ya… Masak pulut kuning, makan dengan telur…",236.5640212850714,241.95755780965806
SM_FF_ADATSYIRIK_001.TextGrid,rami-rami ngantar benda ya ke laut…,243.70956142168075,247.17589114869338
SM_FF_ADATSYIRIK_001.TextGrid,Macam pesta juak lah…,249.9263484320838,251.71602954113925
SM_FF_ARNABKURA_001.TextGrid,"Hai, makseh sebab sudi maok di interview kamek. Mula-mula, boleh kamek tauk apa nama kitak? Umo? Latar belakang kitak lah.",0.0,9.613454177800246
SM_FF_ARNABKURA_001.TextGrid,"Aok, sama-sama. Nama kamek Dayang Zu Najla Zahirah. Kamek asal dari Kuching, bapak kamek orang Saratok. Tapi nang diam di Kuching tok lah. Umm.. Umo kamek 21 tahun.",11.007618978840183,25.963205026359503
SM_FF_ARNABKURA_001.TextGrid,Umm.. Boleh kamek tauk cerita rakyat atau cerita.. cerita tradisional tentang Kuching lah yang dapat berik pengajaran kita?,26.977143063479456,34.58492837349966
SM_FF_ARNABKURA_001.TextGrid,Mun cerita tradisional Kuching kamek sik berapa tauk. Tapi mun cerita rakyat ada lah tauk sikit-sikit.,35.915722047219596,44.0220625
SM_FF_ARNABKURA_001.TextGrid,"Aok, sik apa. Cerita tentang apa ya?",44.0220625,47.19578271017908
SM_FF_ARNABKURA_001.TextGrid,"Cerita Sang Arnab dengan Kurak-kurak. Tauk kitak nak cerita ya? Dalam cerita tok, arnab ngajak kurak-kurak belombak berekot sapa dolok sampe, nya menang. Nya macam cabar si kurak-kurak tok lah sebab nya kan jalan lambat. Si kurak-kurak maok juak ekot cabaran ya pake buktikan dirik nya tek boleh. Tiba masa betanding, arnab pecut laju jak. Sampe nya kepak, lalulah nya rilek debah pokok. Pasya lamak rasa masa berlalu, kura-kurak temu arnab gik tido. Lalu nya teruskan jak jalan sampe ke garisan penamat. Last-last tek si kurak-kurak menang walaupun nya tek lambat, tapi maseh dapat menang melawan arnab yang berekot laju agik dari nya tek.",47.19578271017908,94.68816405711263
