file,start,end,words
seg_001.wav,0.243,4.667,Assalamualaikum mak cik. Nama kamek Nur Athirah binti Suhaili.
seg_002.wav,4.667,13.026,Kamek merupakan pelajar tahun satu jurusan sains kognitif dari fakulti sains kognitif dan pembangunan manusia UNIMAS.
seg_003.wav,14.437,20.926,Kamek telah ditugaskan untuk membuat satu temu bual untuk subjek pengenalan kepada analisis linguistik.
seg_004.wav,20.926,27.516,"Sebelum ya, boleh sik kamek tauk nama kitak mak cik? Sudi sik kitak di temu bual kamek?"
seg_005.wav,28.354,31.291,Assalamualaikum
seg_006.wav,31.291,34.861,mak cik nama Sitam Haji Ismail
seg_007.wav,34.861,40.202,Umur 61 tahun. Asal Kuching Sarawak.
seg_008.wav,40.202,51.789,"Okey, untuk soalan yang pertama, boleh sik mak cik ceritakan satu cerita tradisional yang mak cik tauk."
seg_009.wav,51.789,55.882,bismillahirrahmanirrahim assalamualaikum
seg_010.wav,55.882,63.654,tok kisah cerita tradisional puteri santubong puteri sejinjang.
seg_011.wav,63.654,69.294,Camyalah nama negeri Sarawak menjadi lagenda sejak enseya.
seg_012.wav,69.294,77.394,Sarawak bumi kenyalang merupakan negeri terbesar di Malaysia yang terkenal sebagai kepada beribu-ribu gulung.
seg_013.wav,77.394,81.784,Kenyalang bukan ajak negeri yang terbesar di Malaysia
seg_014.wav,81.784,85.991,nya juak merupakan negeri yang besar kawasan
seg_015.wav,85.991,90.345,luas sungainya panjang di Malaysia
seg_016.wav,90.345,92.061,Assalamualaikum
seg_017.wav,92.061,96.059,"Okey, waalaikumsalam. Terima kasih banyak-banyak mak cik."
